ENERGY,TIME,RA,DEC
0.26127603,243216471.7039944,143.33426,-58.795906
0.13281204,243216865.37994963,147.57022,-60.4928
0.15389488,243217018.768678,143.89848,-58.19615
0.5392467000000001,243217518.67939568,146.6762,-56.384842
0.42731060000000004,243217985.53744024,145.45155,-55.987434
0.19047289,243218144.1253728,146.96472,-56.933346
0.22031593000000002,243218211.4854691,146.48595,-56.392147
0.5764144999999999,243218935.71717855,144.85765,-57.079517
0.7142911000000001,243219242.70351312,143.23415,-57.036163
0.20089366,243219612.2149211,147.85323,-60.288433
0.86711383,243219615.8187306,145.08421,-54.840557
0.15757855,243219814.8638673,145.22508,-58.57449
0.16911928,243219938.2178088,143.71085,-57.41236
0.7178246,243219974.7182384,146.13564,-59.342926
1.4445894000000001,243226047.48415256,146.38385,-56.896553
2.2865551999999996,243226213.5232643,144.9863,-54.84722
0.107421074,243228475.6565385,147.43477,-58.56992
0.70742365,243228896.85720265,138.13689,-56.442635
0.2778413,243229619.50834,144.80849,-56.54329
0.82684143,243229681.31790373,144.08345,-58.86004
0.22142241000000001,243230182.51488116,146.83884,-57.922695
0.103361664,243230355.40786135,146.40265,-55.94591
1.8449214,243230803.74966532,143.56595,-57.36271
0.25447406,243230896.74373356,145.72581,-56.190857
0.16518883,243230911.75798735,147.18634,-60.118134
0.17310532,243231063.0890007,137.27414,-54.727154
0.26881894,243231121.6265992,145.95416,-54.54781
0.18551652999999999,243237515.2979,146.17197,-54.637257
0.10802919,243237687.4650573,145.54616,-59.487453
0.16118213,243238367.58857244,144.47435,-56.905468
1.2043616,243238469.77823365,147.70139,-58.404354
0.24120073,243240263.36790803,142.17735,-55.59575
0.20892366,243241004.8722604,147.36353,-60.45746
0.40170093,243241048.23379,142.32127,-57.57313
0.6128524999999999,243241415.00142068,146.88193,-58.720303
0.8366046,243241899.8074484,143.06242,-55.15032
0.5987030600000001,243241998.6326989,145.93944,-58.09655
0.105477,243242906.8854724,146.32742,-58.192493
0.11943044,243242925.18789825,146.71855,-60.080997
0.29363785000000003,243242962.24790916,143.35059,-57.548016
0.5146417,243242968.22739077,140.22964,-57.321438
0.16558022,243249086.31689668,146.54152,-55.756317
0.20541286,243249857.97914475,136.55432,-54.79237
0.27040744,243249895.88984597,140.03206,-55.68876
0.4679196,243249938.05124983,146.46109,-58.782753
0.9146336,243250841.3980625,143.08829,-56.012447
0.5592545999999999,243251933.09971425,145.41525,-55.50915
0.31325646999999995,243252368.1441669,145.56581,-57.12862
0.14781630999999998,243252445.19826812,142.9667,-55.662292
0.39905655,243252506.27648583,142.33546,-57.10027
0.42256256000000003,243252802.92969272,140.04634,-57.093704
0.25472878,243252920.75027803,141.7473,-57.686558
0.11802958,243253253.8396585,144.88777,-56.717773
0.12594898000000002,243253673.3126039,146.6973,-58.82428
0.24622385,243254376.5476316,136.52786,-55.497265
0.42969427000000004,243260869.09892336,140.68486,-55.20913
0.3286016,243260994.3205397,147.57468,-59.26826
0.31832648,243262285.6242634,145.84468,-55.496292
0.5185993999999999,243262569.15206957,146.54523,-57.42609
0.816215,243263646.0155676,143.1561,-55.656036
0.9063384999999999,243264547.31422493,145.61015,-55.043575
0.24197546,243264645.66029,142.00043,-55.62468
0.6109956,243264992.08220896,144.08496,-58.085453
0.47715620000000003,243265181.91210717,146.35854,-59.27285
0.26794229999999997,243265276.8249594,146.82213,-57.83089
0.47003452,243272353.28397176,143.99016,-57.227245
0.20137998999999998,243273365.06623697,146.7915,-58.36286
0.20678442000000002,243274533.06214705,142.50688,-58.095448
0.5715397299999999,243274867.6019566,145.05165,-58.107094
0.3312175,243275691.5866345,144.89513,-55.375137
2.0131525999999997,243275729.0069605,146.58067,-56.00029
0.25567752,243275838.62164444,143.22224,-56.391476
0.2797199,243275954.67282924,144.72548,-56.708687
0.29982147,243276053.04666093,142.91776,-55.01686
1.4334586,243284917.38191405,144.81364,-54.41003
0.14314772,243286181.98785076,139.71729,-56.42031
0.14800668,243286183.44216564,138.40288,-56.493958
0.6205263,243286214.6939665,141.98969,-57.00016
0.24162054,243286598.5268765,145.1176,-55.48811
0.3854762,243286703.38925764,143.1607,-55.09268
0.20976712,243286799.4410863,138.51416,-55.348026
5.2147666,243286836.79310143,140.57181,-54.798294
0.35510192999999995,243286850.55982256,142.68124,-55.8235
0.56293054,243287026.8852459,145.57263,-54.698917
0.22258198999999998,243287783.8651177,141.4743,-54.868233
0.22514575,243296063.4599031,142.6132,-57.45669
0.91959393,243296533.6743928,142.99585,-56.41586
1.816107,243297203.31743425,137.99742,-55.908543
0.41075647,243297776.9313136,147.145,-59.75026
0.16884425,243298193.85399023,144.66855,-59.866745
0.25986086999999997,243299565.2900296,140.4945,-56.055042
