Source_Name,CLASS1,Signif_Avg,Energy_Flux100,Variability_Index
4FGL J0127.9+1737c,,3.9939775466918945,1.4476678319649827e-12,13.351727485656738
4FGL J0128.1+7542,,5.139857292175293,2.0762098637550075e-12,16.07508659362793
4FGL J0128.4+2614,,5.711184501647949,2.9254764843250625e-12,8.228171348571777
4FGL J0128.8-4626,,5.427203178405762,1.1024073364243603e-12,12.836057662963867
4FGL J0131.7-5346,,12.05068302154541,1.516788973067451e-12,6.701284408569336
4FGL J0132.1-0956,,10.884254455566406,3.973856400191211e-12,37.87360763549805
4FGL J0132.9-4259,,7.453436374664307,2.277480504533913e-12,55.81467819213867
4FGL J0133.0+5931,,7.796942710876465,4.392784313383968e-12,45.60269546508789
4FGL J0133.7-3409,,4.5489630699157715,8.483834294803483e-13,14.365814208984375
4FGL J0136.2-4708,,4.2632246017456055,5.995389189446254e-13,10.81407356262207
4FGL J0136.4+6911,,4.244535446166992,3.734815842010297e-12,6.820515155792236
4FGL J0136.6+3130,,4.9002909660339355,1.1554915010925093e-12,35.662235260009766
4FGL J0137.3-3239,,5.329621315002441,1.0867707558523398e-12,13.752325057983398
4FGL J0138.5+3931,,6.883663654327393,3.3388261773403816e-12,76.5473403930664
4FGL J0138.5+0300,,4.780396461486816,1.3827119787687692e-12,12.00842571258545
4FGL J0139.2-1705,,6.045974254608154,1.3442379804759486e-12,13.372562408447266
4FGL J0139.5-2228,,14.212381362915039,1.6861594585859674e-12,12.757890701293945
4FGL J0140.3+7054,,8.03286361694336,1.4296260572935204e-12,10.827808380126953
4FGL J0140.4+5114,,4.940437316894531,1.4526613419107992e-12,7.265141010284424
4FGL J0140.5-4730,,5.004484176635742,9.42908728526759e-13,20.748403549194336
4FGL J0142.5+6650,,5.419053554534912,4.053191809960666e-12,10.708565711975098
4FGL J0143.8+4947,,4.759801387786865,1.2564564189423977e-12,8.662632942199707
4FGL J0144.3+5959,,5.587596893310547,3.6284658003898906e-12,16.81499481201172
4FGL J0150.4+4848,,7.407594680786133,1.0305364417720342e-12,7.762870788574219
4FGL J0150.9+1230,,4.1880269050598145,1.2643923451641226e-12,15.735764503479004
4FGL J0152.9-1109,,5.850547790527344,1.0422613293259442e-12,17.539634704589844
4FGL J0153.3+5416,,7.332383632659912,1.7624264677870705e-12,18.957290649414062
4FGL J0154.6+0051,,3.7043542861938477,7.109986427736303e-13,16.166934967041016
4FGL J0155.5+2920,,4.677882194519043,1.4818222603824038e-12,7.904072284698486
4FGL J0155.7+6642,,4.690707206726074,3.649417140011435e-12,15.154962539672852
4FGL J0156.3-2420,,13.907503128051758,2.462204919118083e-12,43.854644775390625
4FGL J0157.6+1012,,4.6832275390625,1.5352430698251096e-12,14.168769836425781
4FGL J0158.4+1230,,4.293641090393066,2.6749362273814636e-12,22.22210693359375
4FGL J0158.5+6058,,5.472024440765381,4.522492189767968e-12,13.196990013122559
4FGL J0158.5+0549,,4.6126933097839355,9.618985295778426e-13,21.604660034179688
4FGL J0159.0-4255,,4.278568267822266,1.0716915636171942e-12,14.176093101501465
4FGL J0159.0+3313,,8.994014739990234,2.052489905465804e-12,24.856428146362305
4FGL J0159.8-2234,,5.808561325073242,1.0092137629064135e-12,11.49341869354248
4FGL J0202.3-3531,,4.058606147766113,5.529454390022781e-13,10.72137451171875
4FGL J0202.4+2943,,6.800617694854736,1.5371685044632266e-12,15.987129211425781
4FGL J0202.7+3133,,4.112067699432373,8.821094896194204e-13,13.842287063598633
4FGL J0203.3-2507,,5.166759967803955,8.809174093307726e-13,7.442409992218018
4FGL J0203.9+8120,,6.077480792999268,1.4282623478009682e-12,21.3256893157959
4FGL J0204.7+6656,,11.412054061889648,6.237138409914689e-12,8.840285301208496
4FGL J0207.2-1832,,6.047679424285889,1.9482302056339496e-12,6.631540298461914
4FGL J0207.4+5214,,4.333642482757568,2.310612421882463e-12,8.57374095916748
4FGL J0209.8+2626,,6.539580821990967,2.060511266818721e-12,8.495214462280273
4FGL J0211.5+6219,,6.834713459014893,8.565407931537816e-12,8.00505256652832
4FGL J0213.2-8333,,5.3332438468933105,7.486387811755923e-13,17.172527313232422
4FGL J0215.0-5330,,5.486470699310303,9.116607208731198e-13,13.018586158752441
4FGL J0220.0-3001,,4.949804782867432,9.492262661656148e-13,16.20762062072754
4FGL J0220.1+1155,,4.4351959228515625,8.238815445843484e-13,8.317634582519531
4FGL J0222.7+5016,,8.477334022521973,2.4259875792270735e-12,18.589921951293945
4FGL J0222.8-0133,,4.047955513000488,1.4657941744058989e-12,7.574620246887207
4FGL J0223.7+3158,,3.7886173725128174,1.5969330892373623e-12,14.045053482055664
4FGL J0224.8+2937,,6.115698337554932,2.8913510041056467e-12,18.176776885986328
4FGL J0225.5-5530,,10.139986038208008,3.044741759064551e-12,20.123382568359375
4FGL J0226.9+7744,,5.279542446136475,1.2560989574861292e-12,15.549418449401855
4FGL J0230.3+1713,,5.305119514465332,2.4464859391809535e-12,17.05526351928711
4FGL J0230.4-1140,,4.324405670166016,6.466211030162206e-13,16.604461669921875
4FGL J0231.0+3505,,4.179376125335693,9.788015667075434e-13,13.185428619384766
4FGL J0233.7-2423,,4.202365398406982,7.563243651156903e-13,20.90321922302246
4FGL J0235.3+5650,,16.608341217041016,8.339518312028282e-12,17.77155876159668
4FGL J0237.8+5238,,26.93495750427246,6.802991329990515e-12,8.955970764160156
4FGL J0238.1-2621,,5.105968952178955,1.3162226300197921e-12,38.85770797729492
4FGL J0239.1+6634,,5.03535270690918,2.9498454460347157e-12,3.5266730785369873
4FGL J0240.2-0248,,6.127548694610596,1.8637075389904556e-12,25.444761276245117
4FGL J0241.1-3035,,4.945638179779053,1.0677291299374114e-12,7.126645565032959
4FGL J0241.3+2229,,4.396301746368408,1.4017894917756069e-12,15.357177734375
4FGL J0243.1-4218,,5.522406101226807,5.958265564959264e-13,13.5445556640625
4FGL J0243.3+6319,,5.112310409545898,1.1601747123765604e-12,13.55902099609375
4FGL J0244.3+1719,,4.0575432777404785,7.554769526976757e-13,10.46802806854248
4FGL J0245.0+4755,,4.824564456939697,1.7293545068186589e-12,18.705387115478516
4FGL J0246.0-4838,,4.723552703857422,1.2056714134012214e-12,18.98351287841797
4FGL J0249.2+1652,,4.2905168533325195,8.871320019733508e-13,4.903575420379639
4FGL J0251.1-1830,,10.47353744506836,1.5853259460393843e-12,18.587194442749023
4FGL J0251.4+4646,,3.9291157722473145,1.966945920375829e-12,22.225168228149414
4FGL J0251.6+0628,,6.5708208084106445,3.1558757343508326e-12,12.399796485900879
4FGL J0251.9-5146,,4.263937473297119,9.581978223024978e-13,17.78372573852539
4FGL J0252.0-3657,,4.717206954956055,9.43883209439389e-13,27.720420837402344
4FGL J0252.3-2707,,6.162430763244629,1.9857132431411184e-12,23.11845588684082
4FGL J0256.2-0408,,5.770783424377441,1.1739536209462442e-12,19.314495086669922
4FGL J0257.8+7044,,4.929239749908447,3.415761597180822e-12,11.823144912719727
4FGL J0259.0+0552,,28.680124282836914,8.531425566005169e-12,77.66387176513672
4FGL J0259.1-4748,,5.269228935241699,9.260368079994086e-13,16.76613998413086
4FGL J0300.0-6139,,4.342724323272705,8.327431626209414e-13,13.56801986694336
4FGL J0300.0-5908,,6.665546417236328,9.973842498428587e-13,16.424142837524414
4FGL J0300.4+3450,,6.565926551818848,2.7472939288092357e-12,12.769576072692871
4FGL J0301.6-5617,,11.077528953552246,1.5089526850253776e-12,22.410079956054688
4FGL J0302.5+3354,,7.321106910705566,1.6897901264009696e-12,14.761693954467773
4FGL J0302.7+5717,,5.566859245300293,6.791226001695572e-12,7.83201265335083
4FGL J0303.2+5336,,4.440235137939453,3.8783269130926445e-12,12.63448715209961
4FGL J0303.6+6711c,,3.1215128898620605,1.95428590844815e-12,20.140146255493164
4FGL J0304.6+6554,,7.803311824798584,1.7734367576890953e-12,7.2501912117004395
4FGL J0305.4+5945c,,5.179720878601074,5.547371589864625e-12,17.096343994140625
4FGL J0308.9-4702,,3.5189239978790283,3.7691385928149967e-13,20.067535400390625
4FGL J0309.9-6941,,5.006994724273682,6.91121042773607e-13,18.692060470581055
4FGL J0311.3+2940,,4.90869140625,3.0960106440353075e-12,16.845184326171875
4FGL J0312.6-1601,,4.305869102478027,6.986158071313475e-13,7.987768173217773
4FGL J0312.7+2012,,5.561553478240967,1.4231396009561914e-12,23.415908813476562
4FGL J0314.1+2827,,5.096930027008057,2.4629694984901196e-12,13.968100547790527
4FGL J0314.1+5033,,6.8680620193481445,3.619651887248887e-12,16.204418182373047
4FGL J0314.2+2419,,6.282556533813477,2.3433824325458374e-12,21.93792724609375
4FGL J0314.4-4805,,7.33455753326416,1.4022806353597428e-12,7.1353912353515625
4FGL J0318.8+2848,,3.5868101119995117,1.3714490697605553e-12,11.089831352233887
4FGL J0323.6+6142,,3.6792714595794678,4.1929263880358114e-12,4.095156669616699
4FGL J0327.3+2355c,,5.539062023162842,2.6529468725999816e-12,11.9691162109375
4FGL J0327.6+2620,,6.345486640930176,1.7838400027947454e-12,16.66578483581543
4FGL J0328.0+6046,,6.268405437469482,5.100281308401122e-12,17.71364974975586
4FGL J0328.4-4736,,18.397645950317383,4.24067161594599e-12,44.84519577026367
4FGL J0328.6-1129,,9.106289863586426,2.387874403417256e-12,11.462249755859375
4FGL J0329.2+5750c,,4.665254592895508,6.229434069277007e-12,15.265216827392578
4FGL J0330.7+5845,,7.690973281860352,7.772616751611228e-12,9.941877365112305
4FGL J0331.2-0919,,4.6968092918396,1.421398047006528e-12,19.092329025268555
4FGL J0331.8-4404,,4.149686336517334,8.108620654263821e-13,16.553794860839844
4FGL J0333.0-3044,,6.229794025421143,1.1102745242283496e-12,28.244869232177734
4FGL J0333.4-2705,,7.464817523956299,1.3116236612445431e-12,12.704195976257324
4FGL J0334.3+4820,,5.376561641693115,3.0974636917868725e-12,11.997418403625488
4FGL J0335.6-0727,,5.272270202636719,1.2233464024777319e-12,10.883264541625977
4FGL J0336.7-2445,,3.1870996952056885,5.927977293068709e-13,13.085958480834961
4FGL J0337.5+2423c,,7.257979393005371,3.224848990276974e-12,11.232624053955078
4FGL J0337.9+4058,,5.933984756469727,1.8716469346591325e-12,9.794425964355469
4FGL J0340.4+5302,,32.11320877075195,4.7371290917697095e-11,9.891596794128418
4FGL J0341.9+3153c,,7.147989749908447,4.8057920490340855e-12,11.766288757324219
4FGL J0342.4+3125c,,4.903425693511963,4.938608116206167e-12,7.958792686462402
4FGL J0343.2+1400,,4.791904449462891,1.5826822274619956e-12,13.462105751037598
4FGL J0343.3-6303,,14.914530754089355,3.381361163290464e-12,24.788549423217773
4FGL J0345.2+4735,,4.305482387542725,1.4696325753571493e-12,6.8785176277160645
4FGL J0346.1+0342,,5.2880353927612305,1.4311788516449542e-12,6.185803413391113
4FGL J0346.2+3235c,,6.361293792724609,6.152946641774237e-12,13.04780387878418
4FGL J0347.0-6400,,7.310083389282227,9.40072455643537e-13,13.945633888244629
4FGL J0347.5+0722,,6.7071099281311035,1.2127262085173673e-12,11.510048866271973
4FGL J0348.5-1804,,4.6516289710998535,9.084597765891822e-13,30.943429946899414
4FGL J0349.6+4026,,7.418208122253418,2.7083899359348074e-12,11.434322357177734
4FGL J0350.5+4210,,4.35557222366333,1.285099847717075e-12,7.828264236450195
4FGL J0356.9+3013c,,4.933574199676514,2.201007171659386e-12,7.5071797370910645
4FGL J0357.7-6808,,5.365596294403076,8.427258457038844e-13,15.637224197387695
4FGL J0358.1+2850,,4.863566875457764,2.3819993286849916e-12,12.953262329101562
4FGL J0358.6+5912c,,4.366605758666992,2.7255741066878336e-12,6.01572322845459
4FGL J0358.7-7403,,5.668526649475098,1.7852931589665277e-12,20.693418502807617
4FGL J0359.3+3626,,8.358885765075684,3.694550741728531e-12,6.682582378387451
4FGL J0402.8-2747,,7.177344799041748,2.2631755410701393e-12,39.163780212402344
4FGL J0403.3+1249,,3.260448455810547,9.41285569454331e-13,8.11956787109375
4FGL J0405.4-6929,,10.767705917358398,3.1990556037531093e-12,45.79355239868164
4FGL J0405.9+3041c,,3.651459217071533,1.959148338351313e-12,9.439191818237305
4FGL J0406.2+0639,,5.871279239654541,2.7937782295928137e-12,25.805206298828125
4FGL J0408.8+0508,,4.209754943847656,2.805477855236105e-12,6.951747894287109
4FGL J0409.2+2542,,7.699357509613037,2.7082891051327662e-12,9.1416654586792
4FGL J0409.3+0210,,4.646398067474365,2.669741164251782e-12,14.810327529907227
4FGL J0409.4-3822,,7.801461696624756,1.015249841661292e-12,10.141551971435547
4FGL J0409.7+4006c,,7.205338001251221,5.3466371954802305e-12,13.9769287109375
4FGL J0412.5+6519c,,4.71907377243042,4.027561704283977e-12,12.813383102416992
4FGL J0412.6+2253c,,4.473185062408447,2.922232985105855e-12,5.673686504364014
4FGL J0413.1-0304,,8.690500259399414,3.4024783858443985e-12,24.00223731994629
4FGL J0413.4-8609,,8.172209739685059,1.650646524846422e-12,10.914380073547363
4FGL J0414.3+4522,,5.31577205657959,1.9238577744773444e-12,13.554291725158691
4FGL J0414.6+5711,,8.89040756225586,3.1681764416785496e-12,15.105292320251465
4FGL J0414.7-4300,,18.972517013549805,2.610927750043568e-12,8.520591735839844
4FGL J0418.0+6302,,3.90032696723938,3.1676293532623134e-12,13.411127090454102
4FGL J0418.4-4342,,4.388902187347412,5.781362801687839e-13,19.23362922668457
4FGL J0420.3-0407,,3.99025559425354,1.51844086349745e-12,12.69269847869873
4FGL J0420.6-4802,,3.589191198348999,5.009598963955086e-13,18.092798233032227
4FGL J0423.0-0943,,10.859699249267578,2.2108283086186287e-12,14.547327041625977
4FGL J0423.1-1408,,5.02944278717041,7.843145620814451e-13,7.609201431274414
4FGL J0424.8+3117,,4.8347392082214355,2.7980914026753956e-12,12.14431381225586
4FGL J0425.1+4919,,5.459799766540527,3.763535923878569e-12,12.388307571411133
4FGL J0425.1-2920,,3.6861588954925537,1.019369809916737e-12,22.796972274780273
4FGL J0426.5+5434,,30.46117401123047,2.6035168812499343e-11,11.417333602905273
4FGL J0427.4+6433c,,3.540584087371826,2.7597863230810482e-12,20.209932327270508
4FGL J0427.9+3632c,,5.957452297210693,5.667930968317192e-12,15.291543006896973
4FGL J0431.0+3529c,,4.258989334106445,3.2694281310030604e-12,10.194178581237793
4FGL J0431.1+4433,,6.161276340484619,1.170740804648518e-12,7.917708396911621
4FGL J0433.0+1327,,5.679233551025391,1.505256856659809e-12,15.273035049438477
4FGL J0435.2-1507,,5.220918655395508,2.200736337956699e-12,15.246880531311035
4FGL J0435.5+3232,,9.485579490661621,2.3604317285486065e-12,9.20400619506836
4FGL J0436.9+2915,,14.072155952453613,4.5769945992979455e-12,5.4770379066467285
4FGL J0438.0-7329,,14.149977684020996,2.8422362120111844e-12,11.954524993896484
4FGL J0438.2-4243,,6.982105255126953,2.096566193224292e-12,13.624091148376465
4FGL J0438.7-3441,,5.106869697570801,7.980716781874619e-13,16.808149337768555
4FGL J0439.4-7424,,5.157841205596924,1.5536449080380543e-12,5.71415376663208
4FGL J0439.6-8322,,6.229093074798584,2.0954841594561513e-12,8.420050621032715
4FGL J0439.9-0535,,4.7740983963012695,1.2723274040241095e-12,15.141812324523926
4FGL J0441.4+5058,,4.6128668785095215,4.769686815647711e-12,15.896777153015137
4FGL J0441.8+2600c,,6.723180770874023,5.582348385629876e-12,8.006194114685059
4FGL J0442.0-5432,,12.763937950134277,2.880227740337249e-12,21.0893611907959
4FGL J0442.8+3609,,7.776376247406006,6.035973804108252e-12,12.660876274108887
4FGL J0443.3-5949,,3.830112934112549,4.941476373053477e-13,17.507354736328125
4FGL J0443.9+2921,,4.655654430389404,4.237532200135341e-12,13.676739692687988
4FGL J0444.4+1621,,5.1378631591796875,3.947914044288847e-12,16.48237419128418
4FGL J0444.8-3514,,4.076798439025879,1.0374290402431763e-12,16.196393966674805
4FGL J0445.7+1535,,3.8090221881866455,2.599816629339502e-12,21.56205940246582
4FGL J0447.2+2446,,9.332432746887207,4.1874533354691046e-12,8.659385681152344
4FGL J0448.3+2743,,5.267671585083008,3.6375414399353323e-12,16.313798904418945
4FGL J0448.7-2116,,8.824868202209473,3.3045862053715513e-12,50.300682067871094
4FGL J0449.3-2621,,4.73544979095459,1.773457574370807e-12,22.702455520629883
4FGL J0450.7+0715,,4.101831912994385,7.852195456348188e-13,14.124815940856934
4FGL J0453.3+2843,,9.827839851379395,7.312150017424468e-12,65.98477172851562
4FGL J0454.4+5943,,4.208796977996826,3.063432970837332e-12,24.873268127441406
4FGL J0454.6-1740,,4.884117603302002,1.1626384533933165e-12,14.779135704040527
4FGL J0455.9+6757,,9.493707656860352,1.474723446658055e-12,5.900158405303955
4FGL J0458.2+6244,,4.406250953674316,1.1637613615833597e-12,21.6584415435791
4FGL J0459.7-5413,,8.848358154296875,1.0253937456072837e-12,6.622796535491943
4FGL J0500.9-5213,,3.5095303058624268,6.196937494401533e-13,15.004180908203125
4FGL J0500.9-6945e,,21.406457901000977,1.9442461529628474e-11,11.687942504882812
4FGL J0501.7+4459,,5.281344413757324,2.802055028977568e-12,17.5297794342041
4FGL J0502.2+3016,,4.6782732009887695,1.638576644161227e-12,19.236360549926758
4FGL J0502.6+0036,,8.39724349975586,2.6419810349870287e-12,114.46247863769531
4FGL J0503.8-7508,,3.8202016353607178,1.1244564307455462e-12,11.42214584350586
4FGL J0504.4+1750,,5.1277360916137695,4.613657112600977e-12,15.150074005126953
4FGL J0505.8-1923,,4.872550010681152,1.0351878859324315e-12,8.342748641967773
4FGL J0506.3-0620c,,6.744726181030273,2.8563785451490853e-12,20.161949157714844
4FGL J0506.6-4629,,8.610021591186523,1.1366840628468378e-12,16.82379150390625
4FGL J0506.6+4545,,5.932655334472656,1.4195680221595897e-12,10.999573707580566
4FGL J0508.9-2327,,4.2793684005737305,9.893564916971243e-13,13.786393165588379
4FGL J0510.0-0204,,4.280345916748047,1.5433495410485665e-12,16.316368103027344
4FGL J0510.6-5655,,4.9917521476745605,1.3813122737640904e-12,17.8956298828125
4FGL J0511.0+4213,,4.643734455108643,2.0629604795263656e-12,8.471831321716309
4FGL J0512.3+3329,,5.713878154754639,1.6432307988270556e-12,21.798276901245117
4FGL J0512.5-2201,,4.889290809631348,1.4702796272136887e-12,17.167888641357422
4FGL J0512.8+5821,,6.232920169830322,2.4666642426535157e-12,12.913588523864746
4FGL J0514.1-2437,,5.004001140594482,1.2513979652864493e-12,14.630949974060059
4FGL J0515.4-3841,,5.743147850036621,7.205559933443073e-13,20.52595329284668
4FGL J0516.3+3753,,4.540973663330078,2.5860012915768227e-12,18.44160270690918
4FGL J0518.6+1227,,4.812527179718018,4.288911240046822e-12,17.935382843017578
4FGL J0519.7+1939,,5.970320701599121,2.3652928574091625e-12,8.668770790100098
4FGL J0521.8+0843,,4.889097690582275,4.88579142421397e-12,7.583419322967529
4FGL J0524.1+6017,,3.9988396167755127,6.054125842140656e-13,14.976837158203125
4FGL J0524.7-8304,,11.562564849853516,3.1819187042148034e-12,13.841583251953125
4FGL J0525.0-0333,,4.400402069091797,2.908380784469311e-12,10.698052406311035
4FGL J0526.4+1114,,4.972002029418945,4.176806903816166e-12,9.787403106689453
4FGL J0527.1+1152,,4.9996232986450195,3.519131600709935e-12,11.68619155883789
4FGL J0527.4+6647,,12.530647277832031,2.670348751149243e-12,13.650493621826172
4FGL J0528.0-4647,,7.636345863342285,2.4709438054687505e-12,16.612865447998047
4FGL J0528.5+3852,,4.4383039474487305,2.0274738918996116e-12,9.71176528930664
4FGL J0529.1-2449c,,3.105851888656616,1.5395282704916413e-12,19.005949020385742
4FGL J0529.9-0224,,6.797535419464111,3.820099184898007e-12,14.803783416748047
4FGL J0530.0-6900e,,35.22901916503906,4.2603375688399225e-11,18.398033142089844
