ENERGY,TIME,RA,DEC
0.24714346,273582330.44720334,270.59024,20.066376
0.10521257,273582426.77003413,272.22235,19.08624
0.8977571000000001,273582638.181332,272.36652,18.488466
0.16865733,273583514.0509093,271.9913,19.197006
0.19507654,273583525.0414584,273.5371,15.576501
0.16909091,273583528.160682,272.60855,19.16025
0.13228534,273583529.56774616,274.09488,15.473919
0.15076128,273583535.17752624,270.04004,16.266535
0.29306244,273583536.5671765,270.00015,15.040533
0.10025031,273583545.6112889,270.10196,15.918986
0.14845084,273583548.37836075,270.63614,16.782917
0.13866652999999998,273583549.9353825,270.089,21.652912
0.29537009999999997,273583553.91953653,270.1118,20.669317
0.38297415,273583555.77217793,273.3243,18.182867
0.17912956,273583562.283972,271.90396,16.211092
0.23544220000000002,273583564.4128537,273.0157,15.314903
1.330589,273583566.62665457,270.16907,14.205976
1.1997077999999999,273583567.8938255,270.47348,18.856699
1.6611399,273583569.0990864,270.4226,20.14119
0.40688083,273583569.9399421,270.67395,16.884377
0.3039791,273583571.66481245,270.25552,22.205345
0.5786572999999999,273583573.0268006,271.93738,20.456018
0.47720602,273583575.8986208,271.48358,14.961162
0.49401755,273583577.1608301,271.40967,20.965147
0.3968136,273583577.9548448,271.468,20.247337
1.9564306999999999,273583578.2871074,271.31342,15.501307
0.21735544999999998,273583580.95663,270.12555,16.823343
0.2223082,273583581.6232194,270.6338,19.397247
1.6480925,273583583.4364109,270.00424,14.239149
0.2067696,273583584.26821315,271.9809,16.89769
0.17746295,273583584.77240473,270.62234,21.543116
0.53767145,273583585.1967892,270.0219,13.358262
0.5616473999999999,273583586.65759176,270.6213,16.376375
0.110106514,273583589.98413485,270.13098,18.478603
0.5740575,273583591.79096407,271.23557,15.344917
1.1032949,273583591.8273463,271.50247,14.169962
0.38428754,273583594.71314657,272.27353,15.204606
0.2584443,273583596.9036035,271.667,17.580542
0.48067905,273583597.2354492,271.2056,18.148586
0.9072139,273583597.6332767,270.73047,15.289593
0.65475745,273583600.84030336,270.9458,14.988827
0.40037691999999997,273583602.6646938,273.07675,18.331402
0.39441028,273583602.68045413,271.1622,20.457075
2.7699225999999997,273583605.35283536,270.55984,21.865868
0.26241516000000004,273583606.0915141,271.34747,19.04141
0.30312459999999997,273583606.1075373,272.61362,17.892225
0.35129675,273583606.2278113,274.03204,16.037271
0.27989502,273583609.3117562,272.56,14.69637
0.23571056999999998,273583610.03938985,270.24564,19.728704
0.3854126,273583612.0973797,271.7321,18.792221
2.1832664,273583616.61040115,274.07922,18.330444
0.10936383999999999,273583617.31476754,272.26538,18.843378
0.1365961,273583617.9651012,273.17438,17.20367
0.13265482,273583618.3032952,271.18695,13.898981
0.12341788,273583621.8930281,270.10532,14.773041
0.6408428300000001,273583622.03063387,271.68146,14.484358
0.23979524000000002,273583622.2308169,272.02243,16.028576
4.4578066,273583623.8201244,273.97104,16.484657
0.63877325,273583624.0610641,273.17514,14.764978
0.19017097000000002,273583627.9532587,275.86386,16.429867
0.16678496999999998,273583628.5826761,272.88782,18.611677
0.7855367999999999,273583629.1716672,271.1112,16.602467
0.15021332,273583629.62646955,271.94443,18.755777
0.47436923000000003,273583630.71012354,270.2237,15.763908
0.12700593000000002,273583635.0407846,271.38766,14.120237
0.26861450000000003,273583635.8301492,270.37823,13.561117
1.1147189000000002,273583640.0888852,271.79623,15.975215
0.28379892,273583640.5494828,273.64722,19.128016
0.6347375,273583640.9662737,274.74603,17.479702
0.7558117,273583642.6414351,275.07877,17.789602
0.39052981999999997,273583642.92266315,271.86044,19.856602
0.74971643,273583644.1419669,272.18198,16.202282
0.8942994400000001,273583644.6358769,274.96198,16.61567
0.24774846,273583645.5225752,275.14127,16.447142
0.23846687,273583649.5490958,273.4002,17.196358
0.77097186,273583651.55821395,273.69208,15.413639
0.20356301999999998,273583653.4766717,271.54755,17.253202
0.28360858,273583657.1592645,270.32104,20.02055
0.7773316,273583659.5610948,271.67737,15.286704
0.19960172,273583659.8266447,272.86917,19.375563
