index,source_name,ra,dec,glon,glat,energy_flux,flux_uncertainty,significance,significance_peak,variability_index,frac_variability,spectrum_type,pl_index,pl_flux_density,class1,class2,assoc1,assoc2,flags
1747,4FGL J0656.5+4218,104.1469,42.3139,174.26587,18.768856,1.5847982e-12,3.671648e-13,6.152619,-inf,18.67042,0.0,PowerLaw,1.9989388,5.0069257e-15,,,,,16
1748,4FGL J0657.4-4658,104.3598,-46.9802,256.94128,-18.510597,2.6258236e-12,3.6300455e-13,14.759949,-inf,12.644146,0.06552142,LogParabola,2.2597032,1.2116733e-13,msp,,PSR J0657-4657,,0
1749,4FGL J0657.7-5340,104.428,-53.6735,263.66812,-20.666887,1.5363626e-12,3.566437e-13,4.234989,5.060224,35.674522,0.9227049,PowerLaw,2.548711,1.7077961e-13,,,,,4
1750,4FGL J0658.1-5840,104.5389,-58.6719,268.8168,-22.08252,1.6736036e-12,3.067216e-13,7.0662985,-inf,15.574851,0.04417028,PowerLaw,2.1724145,2.2417274e-14,bcu,,PMN J0658-5840,,0
1751,4FGL J0658.2+2709,104.5735,27.1501,189.03993,13.400892,1.8368915e-12,3.7991404e-13,6.1526394,-inf,15.440799,0.0,PowerLaw,2.2687156,4.176746e-14,bcu,,B2 0655+27A,,0
1752,4FGL J0658.6+0636,104.6599,6.611,207.8536,4.6042128,3.5950485e-12,5.0055527e-13,10.888583,-inf,14.157754,0.0,PowerLaw,1.9479092,1.4489042e-14,bcu,,NVSS J065844+063711,,0
1753,4FGL J0658.7-0407c,104.6788,-4.1187,217.42632,-0.26172534,6.326839e-12,1.5522697e-12,5.9979005,-inf,6.9185505,0.0,LogParabola,2.612897,3.3718208e-13,,,,,48
1754,4FGL J0658.7+2318,104.6808,23.3027,192.67618,11.909176,1.8539137e-12,3.8896707e-13,6.3710403,-inf,12.383042,0.0,PowerLaw,2.1536226,1.7750035e-14,,,,,0
1755,4FGL J0659.2-1758c,104.8224,-17.9747,229.86938,-6.4143953,2.9557565e-12,6.905275e-13,5.28937,-inf,9.441883,0.0,PowerLaw,2.358203,5.1010523e-14,,,,,33
1756,4FGL J0659.6-2742,104.9066,-27.7013,238.75319,-10.592452,5.1100253e-12,6.1311665e-13,12.054968,7.2073064,33.91376,0.45133662,LogParabola,2.5372832,8.8577876e-13,fsrq,,TXS 0657-276,,4
1757,4FGL J0659.6-6742,104.9243,-67.7123,278.3815,-24.189531,1.4450865e-12,2.8144525e-13,8.183383,-inf,11.149573,0.0,PowerLaw,1.729639,1.8829057e-15,bcu,,1RXS J065933.5-674356,,0
1758,4FGL J0659.7+1416,104.9416,14.2792,201.06758,8.267973,2.7204778e-11,8.5842835e-13,43.549328,-inf,10.517229,0.0,PLSuperExpCutoff,2.836623,5.267166e-11,PSR,,PSR J0659+1414,,2
1759,4FGL J0659.9-2900,104.9828,-29.0015,239.98096,-11.083309,1.648332e-12,4.0933167e-13,5.2237177,-inf,13.141514,0.0,PowerLaw,2.1445858,1.1450112e-14,,,,,0
1760,4FGL J0659.9+1709,104.9847,17.1522,198.46768,9.555953,4.3627996e-12,5.6095905e-13,9.751144,5.7868915,49.39721,0.6067344,PowerLaw,2.5923903,5.824591e-13,fsrq,,TXS 0657+172,,0
1761,4FGL J0700.1-6311,105.0499,-63.1863,273.59866,-23.05479,2.6084295e-12,3.8887792e-13,14.177193,7.7201085,34.96715,0.49784082,LogParabola,2.0153763,5.027772e-14,bcu,,SUMSS J065958-631238,,0
1762,4FGL J0700.2-5118,105.0731,-51.3134,261.42136,-19.538681,1.6626464e-12,2.8397908e-13,7.721752,-inf,9.670476,0.0,PowerLaw,1.9983776,1.158184e-14,,,,,0
1763,4FGL J0700.2+1304,105.075,13.0674,202.22447,7.8518004,5.670941e-12,5.128655e-13,17.054016,-inf,6.4916744,0.0,PowerLaw,2.0537448,6.4872234e-14,bll,,GB6 J0700+1304,,0
1764,4FGL J0700.4-4308,105.1063,-43.1462,253.38666,-16.640936,2.397851e-12,4.4894272e-13,5.8618484,-inf,9.719951,0.0,PowerLaw,2.527708,2.2280269e-13,,,,,5
1765,4FGL J0700.5-6610,105.1293,-66.1803,276.76965,-23.760103,3.5203056e-11,9.473386e-13,94.476944,39.183975,610.15546,0.42806557,LogParabola,2.0774848,3.7237683e-12,bll,,PKS 0700-661,,0
1766,4FGL J0700.6+3558,105.1627,35.9739,180.7958,17.265383,2.5816471e-12,4.2677618e-13,12.413075,-inf,19.541855,0.2542575,LogParabola,2.358067,3.2637372e-13,,,,,0
1767,4FGL J0700.8+1551,105.2066,15.8533,199.74765,9.185146,1.8563304e-12,3.2742111e-13,10.393429,-inf,15.527094,0.29431394,LogParabola,1.9669449,2.3642763e-14,,,,,0
1768,4FGL J0701.3-0403,105.3271,-4.0587,217.6686,0.34081432,4.0733354e-12,1.3177687e-12,3.1469555,-inf,8.903522,0.0,PowerLaw,2.4741704,6.451447e-14,,,,,4352
1769,4FGL J0701.3-0327c,105.3455,-3.4526,217.13803,0.6344543,4.627311e-12,1.2885921e-12,4.291053,-inf,12.530053,0.0,PowerLaw,2.4988344,8.241372e-14,,,,,32
1770,4FGL J0701.5+2511,105.3765,25.196,191.17593,13.266803,2.0446093e-12,3.4816683e-13,9.157097,-inf,7.212559,0.0,PowerLaw,1.9092016,6.971899e-15,bcu,,1RXS J070132.1+250950,,0
1771,4FGL J0701.5-2842,105.3881,-28.7126,239.86798,-10.639282,6.431836e-13,2.8188663e-13,3.0512147,-inf,15.116165,0.0,PowerLaw,1.6837984,3.524564e-16,,,,,4096
1772,4FGL J0701.5-4634,105.3906,-46.5729,256.8021,-17.706402,1.5567587e-11,6.631768e-13,42.798534,27.999914,534.14465,0.7208718,LogParabola,2.4238167,4.71368e-12,fsrq,,PKS 0700-465,,0
1773,4FGL J0702.7-1951,105.678,-19.8517,231.92339,-6.527707,1.9806615e-11,1.0996374e-12,40.037594,19.115597,159.157,0.50419235,LogParabola,2.1416502,1.0981079e-12,bll,,TXS 0700-197,,0
1774,4FGL J0703.2+6809,105.8104,68.151,147.38507,26.121801,8.942202e-13,2.1164487e-13,5.139549,-inf,15.389224,0.0,PowerLaw,2.0154693,4.853407e-15,bcu,,GB6 J0703+6808,,0
1775,4FGL J0703.2-3914,105.8237,-39.2479,249.86345,-14.646179,6.3567025e-12,6.141151e-13,21.515911,-inf,17.434654,0.16390799,LogParabola,2.188685,4.0404025e-13,bll,,1RXS J070312.7-391417,,0
1776,4FGL J0703.3-1042,105.8287,-10.7092,223.81099,-2.2600427,3.3050513e-12,1.3762893e-12,3.7019181,-inf,4.266809,0.0,PowerLaw,2.278204,8.34551e-15,bcu,,NVSS J070322-104426,,4096
1777,4FGL J0703.3-0050,105.8367,-0.8436,215.04161,2.2641451,1.1699933e-11,1.0792399e-12,24.611385,15.737079,141.01003,0.66625804,LogParabola,2.2452407,5.617e-13,bll,,TXS 0700-007,,0
1778,4FGL J0704.0-1153c,106.0177,-11.8863,224.94376,-2.6329768,4.603503e-12,1.1407466e-12,3.9234967,-inf,9.565413,0.0,PowerLaw,2.6459408,4.3565677e-13,,,,,4136
1779,4FGL J0704.3-4829,106.0841,-48.4846,258.85324,-17.953684,2.3704931e-12,3.9164944e-13,9.711941,4.9957213,30.005417,0.56641966,PowerLaw,2.0147483,9.126851e-15,,,,,0
1780,4FGL J0704.6-1055c,106.1553,-10.9241,224.14905,-2.073042,4.4958815e-12,1.4550902e-12,4.73036,-inf,14.292476,0.08439682,LogParabola,2.481431,1.3819531e-13,,,,,40
1781,4FGL J0704.7+4508,106.1893,45.1358,171.93477,21.07924,2.159241e-12,3.9703736e-13,6.260917,-inf,13.100528,0.0,PowerLaw,2.4179566,1.1936606e-13,bcu,,B3 0701+451,,0
1782,4FGL J0704.8+4907,106.2067,49.1318,167.82692,22.260822,5.042297e-12,5.4016443e-13,17.06846,11.175975,112.665405,0.76461715,LogParabola,2.5119436,1.5342111e-12,bcu,,87GB 070112.8+491056,,0
1783,4FGL J0704.9-1007c,106.2319,-10.1229,223.47096,-1.6391414,4.993906e-12,1.2996661e-12,5.2669926,-inf,8.726203,0.0,LogParabola,2.5697916,3.4811596e-13,,unk,,ERC030 G223.68-01.88,44
1784,4FGL J0705.0+1331,106.2586,13.5209,202.32309,9.085887,7.048281e-13,1.7445119e-13,4.8836966,-inf,11.867762,0.0,LogParabola,2.094159,9.059833e-15,,,,,0
1785,4FGL J0705.7-4848,106.4472,-48.8071,259.25995,-17.845264,6.1243463e-12,5.895021e-13,19.172365,-inf,16.939508,0.13231741,LogParabola,2.3622823,5.2799784e-13,bcu,,PMN J0705-4847,,0
1786,4FGL J0705.8-0004,106.457,-0.0687,214.63525,3.169934,3.653794e-12,8.0344547e-13,7.8968353,-inf,8.416377,0.0,LogParabola,2.4544637,3.6842404e-13,,,,,0
1787,4FGL J0705.9+5309,106.4933,53.1652,163.65643,23.50138,1.9231994e-12,2.8352583e-13,9.492088,-inf,15.154154,0.19634034,PowerLaw,2.124423,2.3351741e-14,bcu,,GB6 J0706+5309,,0
1788,4FGL J0706.1+0246,106.5454,2.7772,212.13628,4.5449386,2.0972503e-12,4.3877114e-13,7.989764,-inf,13.793873,0.0,PowerLaw,1.642911,1.2470761e-15,bcu,,NVSS J070610+024449,,0
1789,4FGL J0706.3-3250,106.6,-32.8477,244.1329,-11.45225,2.08249e-12,4.63733e-13,4.7906656,-inf,12.044327,0.0,PowerLaw,2.453842,1.2569932e-13,,,,,0
1790,4FGL J0706.5+3744,106.63,37.7383,179.49692,18.988039,1.1563675e-11,6.9286433e-13,39.958965,-inf,17.577553,0.112940684,LogParabola,1.908023,3.601853e-13,bll,,GB6 J0706+3744,,0
1791,4FGL J0706.8-4351,106.7199,-43.8603,254.53642,-15.827885,1.8502667e-12,4.1551135e-13,5.5015926,-inf,12.525302,0.0,LogParabola,2.6113853,2.461485e-13,,,,,1
1792,4FGL J0706.8+7742,106.7249,77.7002,136.76738,27.277351,7.958262e-12,4.587514e-13,41.689476,23.077768,226.1866,0.6127209,LogParabola,2.053189,5.4303204e-13,bll,,NVSS J070651+774137,,0
1793,4FGL J0706.9+6109,106.7319,61.1595,155.11508,25.367298,4.944743e-12,3.570462e-13,17.74199,7.6881895,32.523994,0.33417127,PowerLaw,2.4524271,6.097558e-13,bll,,TXS 0702+612,,0
1794,4FGL J0708.6+1747,107.1659,17.7924,198.78328,11.710553,1.8384146e-12,3.5391677e-13,7.2243814,-inf,12.848428,0.0,PowerLaw,2.014052,1.06762845e-14,,,,,0
1795,4FGL J0708.8-3121,107.2108,-31.365,242.99287,-10.3509245,2.1445586e-12,5.2676467e-13,3.987643,-inf,9.445971,0.0,LogParabola,2.7024999,4.793829e-13,,,,,0
1796,4FGL J0708.9+4839,107.2472,48.6558,168.52635,22.787235,1.2901125e-12,2.6968366e-13,7.749467,-inf,14.498476,0.0,PowerLaw,1.7154958,1.4119623e-15,rdg,,NGC 2329,,2
1797,4FGL J0709.0+4304,107.2562,43.0755,174.28893,21.17741,8.4324903e-13,3.1654e-13,4.1209154,-inf,17.376883,0.0,PowerLaw,2.1295176,3.5763798e-15,bcu,,GB6 J0708+4306,,0
1798,4FGL J0709.1+2241,107.2769,22.6847,194.26213,13.833457,1.090723e-11,5.80755e-13,30.333746,13.969157,93.50515,0.50500846,PowerLaw,2.0261562,2.6627545e-13,bll,,GB6 J0708+2241,,0
1799,4FGL J0709.1-1034c,107.295,-10.5693,224.34828,-0.9154729,7.470452e-12,1.2966913e-12,9.409809,-inf,12.296626,0.0,LogParabola,2.452466,2.8912446e-13,,,,,52
1800,4FGL J0709.2-1527,107.3095,-15.4512,228.69257,-3.148508,4.718e-12,6.14142e-13,13.369087,-inf,24.142263,0.4017481,LogParabola,1.7827995,1.39389165e-14,bll,,PKS 0706-15,,0
1801,4FGL J0709.3+0540,107.3392,5.6788,209.8954,6.5628333,3.726547e-12,4.9483806e-13,9.959411,6.2013984,33.12409,0.5583732,PowerLaw,2.1006138,4.275388e-14,bcu,,NVSS J070916+053901,,0
1802,4FGL J0709.7-3009,107.4428,-30.1542,241.97298,-9.645979,2.3540156e-12,3.8185235e-13,9.704843,-inf,20.103014,0.42837477,PowerLaw,1.9499618,8.882496e-15,unk,,1RXS J070947.9-300901,,0
1803,4FGL J0709.7-0255,107.4451,-2.9301,217.63518,2.7370057,1.8242796e-11,1.0352614e-12,33.522633,19.629986,337.63077,0.8100294,LogParabola,2.3235216,2.2905863e-12,fsrq,,PMN J0709-0255,,0
1804,4FGL J0710.4+5908,107.6234,59.1352,157.40823,25.424812,5.9179445e-12,4.6740075e-13,29.126858,14.769463,35.097702,0.36330625,LogParabola,1.7032793,4.2400382e-14,bll,,1H 0658+595,,0
1805,4FGL J0710.8-3851,107.7245,-38.8513,250.10442,-13.135707,7.905029e-12,7.0791203e-13,17.09506,12.315999,119.32345,0.7063997,LogParabola,2.588281,1.8905676e-12,fsrq,,AT20G J071043-385037,,0
1806,4FGL J0710.9+4733,107.7323,47.553,169.77303,22.798655,4.3314328e-12,5.2032396e-13,12.901998,9.297548,80.47847,0.73618996,LogParabola,2.6615283,1.7079565e-12,bll,,S4 0707+47,,0
1807,4FGL J0711.3-0942,107.8352,-9.7145,223.83554,-0.049114287,5.0841558e-12,1.0901972e-12,4.8643546,-inf,7.677932,0.0,LogParabola,2.6689634,6.08907e-13,unk,,TXS 0709-096,,16
1808,4FGL J0712.0-6431,108.008,-64.5256,275.3795,-22.16661,1.7455248e-12,2.2874137e-13,11.991235,-inf,4.5410504,0.0,LogParabola,2.2345595,8.676751e-14,,,,,2
1809,4FGL J0712.4+5724,108.1247,57.4098,159.33856,25.351904,1.079808e-12,2.854438e-13,5.3778706,5.4877405,30.06922,1.5123271,PowerLaw,1.8752772,1.3996053e-15,bll,,RX J0712.3+5719,,2
1810,4FGL J0712.5+3311,108.1476,33.1893,184.45483,18.557285,1.2926933e-12,3.5248638e-13,5.335986,-inf,9.4686575,0.0,PowerLaw,2.2096922,1.27736134e-14,bcu,,NVSS J071224+330953,,0
1811,4FGL J0712.7+5033,108.1876,50.5506,166.70547,23.867052,1.2597052e-11,6.1123724e-13,43.294113,17.389305,141.36699,0.38609183,LogParabola,2.2113616,1.992482e-12,bll,,GB6 J0712+5033,,0
1812,4FGL J0712.8-5637,108.2134,-56.6311,267.394,-19.580902,1.9623931e-12,4.0513315e-13,6.863195,-inf,20.778141,0.46610963,LogParabola,2.5719097,2.2741395e-13,,,,,0
1813,4FGL J0713.0+5738,108.2598,57.6345,159.11008,25.466625,3.8784947e-12,4.209425e-13,9.07228,10.497258,113.049644,1.634518,PowerLaw,2.4943998,5.2146547e-13,bcu,,GB6 J0713+5738,,0
1814,4FGL J0713.5+2537,108.3756,25.6317,191.87685,15.925285,2.2734867e-12,3.726825e-13,6.942986,-inf,11.909795,0.0,PowerLaw,2.2698944,8.360437e-14,bcu,,NVSS J071336+254016,,0
1815,4FGL J0713.5-2555,108.3789,-25.9309,238.51823,-7.031333,3.80296e-12,6.8638286e-13,6.5053573,-inf,9.030587,0.0,PowerLaw,2.4721308,1.8160907e-13,,,,,1
1816,4FGL J0713.8-4820c,108.4537,-48.3475,259.32968,-16.44207,1.925987e-12,4.2965577e-13,5.060192,-inf,10.906613,0.0,PowerLaw,2.467311,1.0000325e-13,,,,,32
1817,4FGL J0713.8+1935,108.4647,19.5879,197.63727,13.57791,1.6343414e-11,7.1277814e-13,39.272427,39.17558,827.084,1.0685992,LogParabola,2.3940082,6.79364e-12,fsrq,,MG2 J071354+1934,,0
1818,4FGL J0714.4+1110,108.621,11.1811,205.47978,10.140846,2.4453176e-12,3.9952766e-13,7.665769,-inf,18.67765,0.29897177,PowerLaw,2.2239802,5.987709e-14,bcu,,NVSS J071416+110830,,2
1819,4FGL J0715.3-6828,108.8281,-68.4827,279.59036,-22.970757,2.26581e-12,3.805879e-13,7.7304897,-inf,17.099651,0.3439837,PowerLaw,2.298195,4.7893767e-14,bcu,,PMN J0715-6829,,0
1820,4FGL J0715.6-4528,108.9168,-45.4784,256.71634,-15.026118,4.898538e-12,4.5126422e-13,13.786714,-inf,19.538845,0.25967097,PowerLaw,2.3860512,3.2861848e-13,bll,,SUMSS J071544-453031,,0
1821,4FGL J0715.7-1128,108.9266,-11.48,225.89723,0.082016274,7.0883555e-12,1.179261e-12,7.448517,-inf,2.6359758,0.0,LogParabola,2.6075833,8.025048e-13,,,,,0
1822,4FGL J0716.0-0826,109.0239,-8.45,223.25981,1.5773282,3.65598e-12,8.7061624e-13,4.5796046,-inf,10.433935,0.0,PowerLaw,2.5146399,1.5817454e-13,,,,,0
1823,4FGL J0716.9-2219,109.2467,-22.3324,235.662,-4.6852436,4.17031e-12,1.0332638e-12,5.0420885,3.9465144,29.387121,0.5830731,LogParabola,2.73838,8.5379403e-13,,,,,1
1824,4FGL J0717.3+2437,109.3303,24.6252,193.19191,16.330456,9.749811e-13,2.8630866e-13,4.2066493,-inf,11.563296,0.0,PowerLaw,1.9500226,3.1252716e-15,,,,,0
1825,4FGL J0717.7-5519,109.4359,-55.3198,266.3491,-18.480206,1.5066724e-12,2.9392734e-13,9.180724,-inf,12.131187,0.0,LogParabola,1.9085227,1.0252747e-14,bcu,,1RXS J071745.4-552024,,0
1826,4FGL J0718.0+4536,109.5159,45.6163,172.1607,23.455534,6.4530564e-12,5.7348326e-13,23.24747,14.809837,235.63914,0.919595,LogParabola,2.4150872,1.0410666e-12,fsrq,,S4 0714+45,,0
1827,4FGL J0718.2-1324,109.5539,-13.4164,227.89574,-0.27972832,2.501712e-12,7.610684e-13,4.3530407,-inf,19.153337,0.38966396,PowerLaw,2.2877743,1.8015103e-14,bcu,,NVSS J071813-132402,,0
1828,4FGL J0718.6-4319,109.6719,-43.3287,254.91808,-13.656107,2.0573652e-11,8.8016264e-13,59.528973,-inf,19.895063,0.08075449,LogParabola,1.9696792,9.76046e-13,bll,,PMN J0718-4319,,0
1829,4FGL J0718.8-5004,109.7111,-50.0762,261.3225,-16.35298,2.4085556e-12,3.4314153e-13,11.782091,-inf,11.184594,0.0,LogParabola,2.3326612,2.3762814e-13,,,,,0
1830,4FGL J0718.8+4618,109.7183,46.315,171.46564,23.775517,1.7159211e-12,4.6705467e-13,4.2046914,-inf,10.5531845,0.0,PowerLaw,2.5074582,7.304107e-14,,,,,16
1831,4FGL J0719.1-7055,109.78,-70.9268,282.2451,-23.322662,1.6397872e-12,3.3734826e-13,9.103139,-inf,14.756118,0.12012008,LogParabola,2.0147045,2.1148678e-14,bll,,1RXS J071910.3-705411,,0
1832,4FGL J0719.3+3307,109.84,33.1232,185.04433,19.861864,3.7281556e-11,9.199493e-13,92.253296,48.53109,1320.2633,0.67964154,LogParabola,2.169475,8.053277e-12,fsrq,,B2 0716+33,,0
1833,4FGL J0719.6-3927,109.9156,-39.4511,251.39572,-11.848345,1.7692966e-12,5.2579414e-13,4.1826496,-inf,14.34072,0.0,PowerLaw,2.3157425,2.142341e-14,bcu,,NVSS J071939-392849,,8
1834,4FGL J0719.7-4012,109.9252,-40.2141,252.10336,-12.169499,5.6226946e-12,5.1521656e-13,15.572915,-inf,8.768677,0.0,PowerLaw,2.1589866,8.9241555e-14,bll,,1RXS J071939.2-401153,,0
1835,4FGL J0720.0-3507,110.0044,-35.1226,247.46288,-9.892448,3.7738038e-12,5.9485235e-13,7.4479823,9.554779,68.041214,1.3029623,PowerLaw,2.5095646,2.8685455e-13,bcu,,AT20G J071959-350448,,0
1836,4FGL J0720.0-6237,110.0183,-62.6173,273.728,-20.724913,4.1865717e-12,5.3217484e-13,8.041824,-inf,21.697273,0.23781341,LogParabola,2.9879377,2.585179e-12,bcu,,PMN J0719-6218,,0
1837,4FGL J0721.3-0222,110.3253,-2.3687,218.46568,5.5489306,1.8585643e-12,3.8827413e-13,7.373902,-inf,13.373615,0.0,PowerLaw,1.8103627,3.2665095e-15,bll,,1RXS J072114.5-022047,,0
1838,4FGL J0721.3+0405,110.3475,4.0914,212.68704,8.52379,1.3256326e-11,7.398036e-13,25.743517,13.111262,136.26424,0.52763784,LogParabola,2.5725534,9.1774765e-12,fsrq,,PMN J0721+0406,,0
1839,4FGL J0721.9+7120,110.4882,71.3405,143.98457,28.022398,2.0815824e-10,1.9335174e-12,318.78537,130.89516,3680.8572,0.34593248,PLSuperExpCutoff,2.0652099,8.460496e-12,BLL,,S5 0716+71,,0
1840,4FGL J0722.4-2650,110.6138,-26.8441,240.25613,-5.6680064,3.733718e-12,7.8534125e-13,11.021693,-inf,12.278145,0.0,LogParabola,2.3404844,2.3840584e-13,,,,,0
1841,4FGL J0722.7+3606,110.6803,36.1137,182.27322,21.505291,2.4131626e-12,3.9045606e-13,6.8605294,-inf,19.621973,0.4137142,PowerLaw,2.6350763,4.983369e-13,bcu,,MG2 J072255+3606,,0
1842,4FGL J0722.7-2309c,110.6924,-23.1513,237.01022,-3.8848023,7.3468185e-12,1.2823243e-12,6.632904,-inf,7.7512035,0.0,LogParabola,2.7372549,1.3545264e-12,,,,,288
1843,4FGL J0723.0-0732,110.7523,-7.5441,223.25839,3.5138535,5.996154e-12,6.063297e-13,15.243702,-inf,13.62964,0.07208706,PowerLaw,2.0514781,4.8542808e-14,bll,,1RXS J072259.5-073131,,4
1844,4FGL J0723.1-3048,110.7856,-30.8047,243.86371,-7.36004,3.8717853e-12,5.549282e-13,9.504248,-inf,5.278551,0.0,PowerLaw,2.3474674,1.1420953e-13,,,,,0
1845,4FGL J0723.4+5841,110.856,58.6986,158.20023,26.996574,1.082923e-12,2.2884234e-13,7.232071,-inf,23.628431,0.70838255,PowerLaw,1.6354164,1.1168279e-15,bll,,RX J0723.2+5841,,0
1846,4FGL J0723.5+2900,110.8852,29.0075,189.46776,19.255917,2.5137798e-12,4.065665e-13,6.254815,7.896441,47.82968,0.87834066,PowerLaw,2.7229614,1.1035607e-12,fsrq,,GB6 J0723+2859,,0
1847,4FGL J0723.7+2050,110.949,20.8373,197.43155,16.21535,3.623365e-12,4.279928e-13,14.697172,-inf,14.812754,0.1352263,PowerLaw,1.8164653,1.3079362e-14,bll,,GB6 J0723+2051,,0
1848,4FGL J0723.9+5702,110.9948,57.0427,160.04788,26.815577,1.0524282e-12,2.97213e-13,3.5369465,-inf,14.61008,0.033842348,PowerLaw,2.303058,2.1806721e-14,,,,,4112
1849,4FGL J0724.5+7015,111.1336,70.2516,145.22736,28.192894,2.0996082e-12,4.3809127e-13,7.880975,5.636537,50.380646,0.94014657,PowerLaw,2.411663,3.9869915e-14,,,,,0
1850,4FGL J0724.8+3016,111.205,30.2692,188.3197,19.96273,7.8737293e-13,2.5912988e-13,4.5849953,-inf,20.336561,0.0,PowerLaw,1.5910072,3.4882866e-16,,,,,2
1851,4FGL J0725.2+1425,111.324,14.4212,203.64494,13.9123745,3.4916632e-11,8.919986e-13,75.831154,71.77212,2616.021,1.222705,LogParabola,2.2922227,1.3593035e-11,FSRQ,,4C +14.23,,0
1852,4FGL J0725.3-2550c,111.3341,-25.8457,239.67148,-4.631485,5.7433086e-12,1.1657206e-12,5.213215,-inf,12.654882,0.0,LogParabola,2.766023,1.3553024e-12,,,,,32
1853,4FGL J0725.5+0216,111.3901,2.2749,214.80171,8.627783,5.6976954e-12,6.5961874e-13,18.581915,-inf,24.61949,0.27808818,LogParabola,2.054575,1.7242059e-13,bcu,,NVSS J072534+021645,,0
1854,4FGL J0725.5-0504,111.3911,-5.0747,221.36864,5.2316675,2.2478902e-12,4.9899033e-13,7.0466204,-inf,14.79897,0.065102905,PowerLaw,2.059545,8.550722e-15,bcu,,NVSS J072529-050338,,0
1855,4FGL J0725.6-5008,111.4152,-50.139,261.8359,-15.375998,1.2606199e-12,2.6820118e-13,8.984062,-inf,16.73257,0.33493993,LogParabola,1.8767056,4.1310873e-15,,,,,512
1856,4FGL J0725.6-3530,111.4194,-35.5009,248.33064,-9.030086,2.0195816e-12,4.3365246e-13,7.3574367,-inf,23.09593,0.6444352,PowerLaw,2.0218623,6.080059e-15,bcu,,NVSS J072547-353039,,0
1857,4FGL J0725.7-0549,111.4493,-5.8193,222.05637,4.934131,3.2954449e-12,5.099945e-13,13.528615,-inf,16.819647,0.21356156,LogParabola,1.931037,2.7868434e-14,,,,,0
1858,4FGL J0725.8-0054,111.4698,-0.9134,217.69913,7.2360425,1.0306782e-11,5.9673653e-13,27.765549,9.815813,35.200188,0.30458647,PowerLaw,2.0427215,1.8466262e-13,bcu,,PKS 0723-008,,0
1859,4FGL J0726.1+8114,111.5495,81.2398,132.75938,28.108564,5.734279e-13,1.742243e-13,3.981202,-inf,11.347497,0.0,PowerLaw,1.8640211,1.5117702e-15,bcu,,WN B0716.0+8119,,4096
1860,4FGL J0726.4-4727,111.6131,-47.4589,259.36984,-14.145758,1.2036602e-11,9.430685e-13,20.650263,10.54143,122.798256,0.5298519,LogParabola,2.505689,1.0458599e-12,fsrq,,PMN J0726-4728,,0
1861,4FGL J0727.1+3734,111.7785,37.5719,181.07063,22.792957,9.79041e-13,2.5832057e-13,4.871942,-inf,15.919605,0.2795865,PowerLaw,1.9301827,3.1638457e-15,bll,,SDSS J072659.51+373423.0,,0
1862,4FGL J0727.3+2152,111.8329,21.8693,196.77872,17.378147,2.880781e-12,4.5120605e-13,6.01566,-inf,23.847755,0.49893755,PowerLaw,2.8671246,3.3743644e-12,,,,,0
1863,4FGL J0727.4+5325,111.8687,53.4307,164.12915,26.69564,2.2392717e-12,3.705288e-13,6.672058,-inf,6.8364267,0.0,PowerLaw,2.7022645,5.541573e-13,bcu,,GB6 J0728+5325,,256
1864,4FGL J0728.0-4740,112.0165,-47.6699,259.68558,-13.988229,1.4664076e-12,5.7523284e-13,3.8715343,-inf,10.527521,0.0,PowerLaw,2.1562116,3.821918e-15,fsrq,,PKS 0726-476,,4112
1865,4FGL J0728.2+4827,112.0512,48.4594,169.5882,25.821857,2.6063648e-12,3.7681574e-13,9.089206,-inf,18.990261,0.34437758,PowerLaw,2.3106046,7.8999903e-14,bll,,GB6 J0727+4827,,0
1866,4FGL J0728.5+6128,112.1421,61.4796,155.1809,27.982006,2.618501e-12,3.7847443e-13,9.840275,-inf,11.546449,0.0,LogParabola,2.6518083,1.365861e-12,bcu,,GB6 J0729+6129,,2
1867,4FGL J0729.1-3131,112.2819,-31.5261,245.10512,-6.5593023,3.641463e-12,5.8882494e-13,7.571353,-inf,14.984753,0.0,PowerLaw,2.32572,1.0683009e-13,bcu,,NVSS J072922-313128,,0
1868,4FGL J0729.1+5703,112.2857,57.0558,160.15219,27.511673,1.6000012e-12,3.136222e-13,6.627137,5.828821,40.34567,1.00236,PowerLaw,2.328036,3.8814326e-14,fsrq,,TXS 0724+571,,0
1869,4FGL J0729.3-1445,112.3416,-14.7608,230.35905,1.4669509,6.9636324e-12,9.960476e-13,8.506032,-inf,14.727114,0.053899374,PowerLaw,2.459798,2.8261285e-13,PSR,,PSR J0729-1448,,20
1870,4FGL J0730.1+6852,112.5255,68.8799,146.8043,28.633066,9.493277e-13,1.8690312e-13,8.021027,-inf,15.442116,0.18294762,LogParabola,2.301616,5.308379e-14,bcu,,NVSS J072949+685305,,0
1871,4FGL J0730.3-1141,112.5776,-11.6888,227.76869,3.1376576,1.11938576e-10,1.662117e-12,134.91803,72.618805,3103.0686,0.6193912,LogParabola,2.3083932,3.1902498e-11,fsrq,,PKS 0727-11,,0
1872,4FGL J0730.4+3308,112.6238,33.1344,185.86455,22.063702,3.133948e-12,4.3398092e-13,15.722685,-inf,10.487867,0.0,LogParabola,1.9593034,7.071415e-14,bll,,1RXS J073026.0+330727,,0
