Source_Name,CLASS1,Signif_Avg,Energy_Flux100,Variability_Index
4FGL J0001.5+2113,fsrq,46.42582702636719,2.281995425956751e-11,1861.6033935546875
4FGL J0004.3+4614,fsrq,11.245722770690918,5.341389656965401e-12,148.10792541503906
4FGL J0004.4-4737,fsrq,23.33867835998535,5.242115769243938e-12,189.31394958496094
4FGL J0008.4+6837,bcu,26.440229415893555,1.5295433322681795e-11,599.9205322265625
4FGL J0009.3+5030,bll,64.89691925048828,2.2088390144725523e-11,234.30938720703125
4FGL J0010.6-3025,fsrq,24.288837432861328,5.963366085659505e-12,175.40003967285156
4FGL J0011.4+0057,fsrq,28.24532127380371,8.96463198812869e-12,346.1128234863281
4FGL J0013.0+3355,fsrq,11.104040145874023,2.7822325606580156e-12,106.57360076904297
4FGL J0016.2-0016,fsrq,19.93970489501953,7.2055274073778985e-12,140.62033081054688
4FGL J0017.5-0514,FSRQ,28.707115173339844,1.0952511467210435e-11,336.5447692871094
4FGL J0019.2-5640,bcu,14.665922164916992,3.2228321573957164e-12,108.18138885498047
4FGL J0019.6+7327,fsrq,18.71822738647461,1.1031922771131963e-11,494.1492004394531
4FGL J0022.5+0608,bll,61.903438568115234,2.2462162338476865e-11,239.23526000976562
4FGL J0023.7+4457,fsrq,24.017208099365234,7.458092303458397e-12,101.65792846679688
4FGL J0024.7+0349,fsrq,5.27811336517334,1.6374986219411247e-12,108.19442749023438
4FGL J0025.7-4801,bcu,13.455968856811523,2.167490579380038e-12,100.15196990966797
4FGL J0028.5+2001,fsrq,89.21285247802734,4.103033190983041e-11,7178.10791015625
4FGL J0030.3-4224,fsrq,52.35371017456055,1.6191279220145738e-11,545.139892578125
4FGL J0030.6-0212,fsrq,53.718711853027344,2.0197489514206524e-11,883.499755859375
4FGL J0032.3-5522,bcu,13.040528297424316,3.0783758788593962e-12,321.9383239746094
4FGL J0033.5-1921,bll,76.81763458251953,2.810553179077857e-11,101.91234588623047
4FGL J0034.0-4116,bcu,14.900646209716797,4.707155238509175e-12,141.8576202392578
4FGL J0035.9+5950,bll,69.93408203125,3.386510169511858e-11,325.57568359375
4FGL J0036.9+1832,bcu,10.179058074951172,3.4089452181224056e-12,115.2330551147461
4FGL J0038.2-2459,fsrq,97.55795288085938,3.528964273580293e-11,4113.291015625
4FGL J0043.8+3425,fsrq,67.48477935791016,2.6327098487377576e-11,344.50244140625
4FGL J0045.1-3706,fsrq,17.57819366455078,4.699123468815403e-12,193.8433074951172
4FGL J0045.3+2128,bll,47.787139892578125,1.464189880451272e-11,255.53964233398438
4FGL J0047.0+5657,bll,21.44550132751465,6.290666338532036e-12,124.22853088378906
4FGL J0047.9+2233,fsrq,10.303153038024902,4.136409097188487e-12,135.34750366210938
4FGL J0049.7+0237,bll,54.94009017944336,1.6826238319334053e-11,262.5780944824219
4FGL J0050.0-5736,fsrq,44.944793701171875,1.2721091541267882e-11,947.9246215820312
4FGL J0050.4-0452,fsrq,30.0921630859375,9.596452105187225e-12,243.49755859375
4FGL J0050.7-0929,BLL,87.66419982910156,3.589063074516119e-11,170.83822631835938
4FGL J0051.1-0648,fsrq,28.416601181030273,9.234498582477713e-12,188.64280700683594
4FGL J0051.2-6242,bll,69.56278991699219,2.0013046775346766e-11,171.33412170410156
4FGL J0051.5-4220,fsrq,17.5106143951416,6.039483583381022e-12,170.52601623535156
4FGL J0055.1-1219,bcu,27.360816955566406,7.064270175771714e-12,263.7890319824219
4FGL J0059.4-5654,,25.888341903686523,8.164290424272913e-12,100.92181396484375
4FGL J0102.4+4214,fsrq,14.902390480041504,5.349436605489588e-12,188.73057556152344
4FGL J0102.8+5824,fsrq,59.4448356628418,4.123571623049216e-11,952.9826049804688
4FGL J0105.1+3929,bll,23.6812744140625,6.378712662236108e-12,196.11843872070312
4FGL J0108.6+0134,fsrq,216.54632568359375,1.5329182367906924e-10,14536.505859375
4FGL J0109.7+6133,fsrq,34.527103424072266,2.6603852801287964e-11,1086.4229736328125
4FGL J0112.1+2245,BLL,155.20130920410156,8.251718058849278e-11,1002.4608764648438
4FGL J0112.8+3208,fsrq,70.55322265625,2.6564434679743343e-11,1275.749267578125
4FGL J0113.1-3553,fsrq,21.271841049194336,4.909737547076354e-12,168.3600616455078
4FGL J0113.4+4948,fsrq,38.742313385009766,1.311190132163853e-11,490.4082336425781
4FGL J0115.8+2519,bll,47.70136642456055,1.844014003993255e-11,337.6297912597656
4FGL J0116.0-1136,fsrq,30.647428512573242,9.994722063866313e-12,327.1496276855469
4FGL J0117.8-2109,fsrq,26.498931884765625,9.02583389972289e-12,347.3575134277344
4FGL J0118.9-2141,fsrq,57.70207214355469,2.5908233891591692e-11,528.2918701171875
4FGL J0126.0-2221,fsrq,13.152225494384766,3.440633845538943e-12,150.07376098632812
4FGL J0127.2+0324,bll,17.100130081176758,4.413585816265275e-12,110.6291275024414
4FGL J0129.8+1440,fsrq,20.428009033203125,6.461120267281517e-12,128.10902404785156
4FGL J0131.1+6120,bll,38.43587875366211,1.4914292023604503e-11,100.07070922851562
4FGL J0132.7-1654,fsrq,65.05709075927734,2.2076226263711973e-11,319.640380859375
4FGL J0133.1-5201,fsrq,59.269447326660156,1.6621254719795253e-11,1452.8839111328125
